study,age,gender,condition,recallText,possibleCareless,af01,af02,af03,af04,af05,af06,af07,af08,af09,af10,af11,af12,af13,af14,af15,af16,as01,as02,as03,as04,as05,as06,as07,as08,as09,as10,as11,as12,as13,as14,as15,cf01,cf02,cf03,cf04,cf05,cf06,cf07,cf08,cf09,cf10,cf11,cf12,cf13,cf14,cf15,cf16,cs01,cs02,cs03,cs04,cs05,cs06,cs07,cs08,cs09,cs10,cs11,cs12,cs13,cs14,cs15,rf01,rf02,rf03,rf04,rf05,rf06,rf07,rf08,rf09,rf10,rf11,rf12,rf13,rf14,rf15,rs01,rs02,rs03,rs04,rs05,rs06,rs07,rs08,rs09,rs10,rs11,rs12,rs13,rs14,rs15,randomID,wave,playtimePrevWeek,playtimePrev2Weeks,playtimeNextWeek,playtimeNext2Weeks,game,umi_1,umi_2,umi_3,pxi_1,pxi_2,pxi_3,pxi_4,pxi_5,pxi_6,bpnsfs_1,bpnsfs_2,bpnsfs_3,bpnsfs_4,bpnsfs_5,bpnsfs_6,bpnsfs_7,bpnsfs_8,bpnsfs_9,bpnsfs_10,bpnsfs_11,bpnsfs_12,bpnsfs_13,bpnsfs_14,bpnsfs_15,bpnsfs_16,bpnsfs_17,bpnsfs_18,bpnsfs_19,bpnsfs_20,bpnsfs_21,bpnsfs_22,bpnsfs_23,bpnsfs_24
study2xbox,24,Woman,NA,NA,FALSE,1,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,7,7,NA,NA,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,7,NA,NA,NA,4,NA,NA,NA,NA,6,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,5,NA,4,NA,NA,NA,7,NA,NA,6,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,358692,1,NA,NA,6.598511166,5.459687422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,24,Woman,NA,NA,FALSE,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,NA,7,5,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,6,NA,5,NA,NA,NA,3,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,358692,2,4.869047619,5.459687422,5.452380952,5.603512776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,24,Woman,NA,NA,FALSE,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,1,NA,NA,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,358692,3,5.323235732,5.387824361,9.429404762,10.2202381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,24,Woman,NA,NA,FALSE,1,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,6,5,NA,NA,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,5,NA,5,NA,NA,NA,5,NA,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,358692,4,11.64115079,10.04166667,7.120753968,7.219098734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,24,Woman,NA,NA,FALSE,5,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,4,2,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,4,NA,NA,NA,1,NA,NA,2,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,358692,5,7.681489142,6.996172152,6.42082464,6.46639861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,24,Woman,NA,NA,FALSE,4,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,4,4,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,4,NA,5,NA,NA,NA,4,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,358692,6,6.44047619,6.451228593,4.702235469,3.9408143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,43,Man,NA,NA,FALSE,5,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,5,6,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,5,NA,6,NA,NA,NA,4,NA,NA,4,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3593359,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,43,Man,NA,NA,FALSE,6,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,2,5,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,5,NA,NA,NA,NA,4,NA,7,NA,NA,NA,2,NA,NA,4,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,3593359,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,43,Man,NA,NA,FALSE,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,4,NA,2,NA,NA,NA,4,NA,NA,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3593359,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,36,Man,NA,NA,FALSE,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,5,6,NA,NA,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,3,NA,4,NA,NA,NA,2,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3619482,1,NA,NA,3.358808933,5.209625403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,36,Man,NA,NA,FALSE,5,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,4,5,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,2,NA,3,NA,NA,NA,2,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3619482,2,6.477142857,4.667824361,5.642857143,4.030761598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,36,Man,NA,NA,FALSE,3,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,4,3,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,3,NA,6,NA,NA,NA,2,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3619482,3,2.620347395,4.32250062,3.19047619,3.267857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,36,Man,NA,NA,FALSE,7,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,2,NA,3,NA,NA,NA,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3619482,4,3.011904762,3.267857143,0.773809524,2.952738185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,36,Man,NA,NA,FALSE,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,6,5,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,3,NA,5,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3619482,5,5.944157187,3.341772152,5.591654247,3.35362621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,36,Man,NA,NA,FALSE,5,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,3,NA,6,NA,NA,NA,3,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3619482,6,2.035714286,4.079697352,2.026825633,2.347567031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,30,Man,NA,NA,FALSE,6,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,5,NA,NA,NA,NA,7,NA,7,NA,NA,NA,4,NA,NA,4,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3624060,1,NA,NA,2.464285714,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,30,Man,NA,NA,FALSE,6,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,7,6,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,4,NA,NA,NA,NA,4,NA,5,NA,NA,NA,4,NA,NA,1,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,3624060,2,5.00248139,3.709253287,6.023809524,4.529761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,30,Man,NA,NA,FALSE,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,5,6,NA,NA,4,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,4,NA,NA,4,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3624060,3,3.035714286,4.433015873,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,30,Man,NA,NA,FALSE,4,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,6,7,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,6,NA,NA,NA,NA,6,NA,6,NA,NA,NA,4,NA,NA,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,5,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,3624060,4,0,0,2.892857143,5.054825105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,30,Man,NA,NA,FALSE,5,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,5,6,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,NA,5,NA,6,NA,NA,NA,4,NA,NA,4,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,3624060,5,8.568972705,5.870503597,6.01242236,7.049017224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,30,Man,NA,NA,FALSE,7,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,6,4,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,5,NA,NA,NA,NA,5,NA,4,NA,NA,NA,4,NA,NA,1,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3624060,6,11.8452381,8.893798644,12.4828614,12.99503476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,32,Man,NA,NA,FALSE,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,7,6,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,6,NA,7,NA,NA,NA,2,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3677978,1,NA,NA,0.14292804,0.089307864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,32,Man,NA,NA,FALSE,3,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,5,5,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,5,NA,7,NA,NA,NA,1,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3677978,4,0,0,0,0.200506329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,32,Man,NA,NA,FALSE,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,6,7,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,NA,7,NA,7,NA,NA,NA,6,NA,NA,3,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3677978,6,0.035714286,0.114919355,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,32,Man,NA,NA,FALSE,5,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,6,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,6,NA,5,NA,NA,NA,2,NA,NA,4,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3700778,1,NA,NA,2.535714286,3.089285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,32,Man,NA,NA,FALSE,4,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,6,NA,5,NA,NA,NA,2,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3700778,2,3.654761905,3.386904762,3.799503722,2.60778963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,32,Man,NA,NA,FALSE,4,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,4,NA,5,NA,NA,NA,4,NA,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3700778,3,0.80952381,2.082103175,0.714640199,0.857355495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,32,Man,NA,NA,FALSE,5,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,2,NA,3,NA,NA,NA,4,NA,NA,2,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3700778,4,0.619047619,0.857355495,2.807063492,2.029761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,32,Man,NA,NA,FALSE,5,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,4,5,NA,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3700778,5,1.155334988,1.909600595,1.913043478,2.518338399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,32,Man,NA,NA,FALSE,5,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,5,6,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,2,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3700778,6,3.916666667,3.178607467,3.185692996,3.647666336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,31,Woman,NA,NA,FALSE,2,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,7,7,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,6,NA,4,NA,NA,NA,2,NA,NA,1,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,3716185,1,NA,NA,0,0.071446291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,31,Woman,NA,NA,FALSE,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,7,7,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,5,NA,NA,NA,NA,6,NA,5,NA,NA,NA,4,NA,NA,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,3716185,2,0,0.071446291,0.452380952,0.678739767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
study2xbox,31,Woman,NA,NA,FALSE,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,6,4,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,5,NA,NA,NA,NA,6,NA,6,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,3716185,3,1.083870968,0.672785909,0.011904762,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
